MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2004 / 07,Staten Island,02,5620.5,923.5,528.5,,,,,5
1992 / 10,Staten Island,02,4400.4,,,,,,,5
2005 / 08,Staten Island,02,5189.8,799.1,506.0,,,,,5
2001 / 07,Staten Island,02,4860.0,,592.6,,,,,5
2015 / 11,Staten Island,02,4359.2,537.2,404.7,,33.8,,,5
2016 / 07,Staten Island,02,4250.4,554.0,542.6,,,,,5
2017 / 01,Staten Island,02,3698.1,593.4,513.1,,38.7,5.7,49.4,5
2016 / 10,Staten Island,02,4070.1,547.1,485.9,,36.0,,,5
2020 / 11,Staten Island,02,4976.6,530.5,530.5,,,1.0,,5
2020 / 04,Staten Island,02,4378.4,560.4,657.5,,,,,5
2019 / 12,Staten Island,02,4279.2,665.8,546.0,,33.2,125.2,,5
2021 / 01,Staten Island,02,3950.4,574.7,605.6,,,4.9,18.7,5
2021 / 03,Staten Island,02,4538.7,557.1,620.0,,,,,5
2018 / 12,Staten Island,02,4049.1,618.2,481.0,,32.4,233.3,,5
2015 / 04,Queens,07,6450.9,798.2,588.0,,,,,4
2014 / 09,Queens,07,6672.3,821.7,559.2,,,,,4
2004 / 03,Queens,07,7107.0,1049.5,,,,,,4
2005 / 07,Queens,07,7203.1,1109.6,613.5,,,,,4
1993 / 10,Queens,07,5854.9,862.2,479.4,,,,,4
2002 / 07,Queens,07,7802.7,984.6,,,,,,4
2002 / 06,Queens,07,6801.9,1160.7,782.7,,,,,4
2002 / 10,Queens,07,7573.1,1121.7,,,,,,4
2007 / 11,Queens,07,6599.6,1155.2,560.7,,,90.8,,4
2011 / 02,Queens,07,5417.1,869.4,509.3,,,,,4
1993 / 06,Queens,07,6810.2,,405.8,,,,,4
2007 / 01,Queens,07,6190.2,1147.4,565.2,,,,52.0,4
2013 / 01,Queens,07,5925.4,890.2,571.9,,,,57.2,4
1991 / 02,Queens,07,4795.1,,,,,,,4
2006 / 09,Queens,07,7203.7,1364.8,567.6,,,,,4
2012 / 06,Queens,07,6847.5,942.7,510.1,,,,,4
2001 / 03,Queens,07,5753.5,1157.4,724.7,,,,,4
2002 / 08,Queens,07,7381.2,1072.2,,,,,,4
1996 / 04,Queens,07,6252.4,780.2,559.5,,,,,4
2008 / 11,Queens,07,6318.3,939.9,497.3,,,,,4
2005 / 03,Queens,07,6507.1,1209.7,559.8,,,,,4
2010 / 08,Queens,07,6587.7,876.6,539.4,,,,,4
2000 / 07,Queens,07,6382.2,1133.6,765.7,,,,,4
2012 / 07,Queens,07,6737.0,808.6,421.1,,,,,4
1993 / 12,Queens,07,5569.5,888.4,440.6,,,,,4
1995 / 07,Queens,07,6237.6,689.4,588.7,,,,,4
2013 / 03,Queens,07,5554.1,800.4,500.7,,,,,4
1995 / 01,Queens,07,5431.2,762.1,443.9,,,,41.9,4
1995 / 03,Queens,07,5672.8,794.1,435.2,,,,,4
1998 / 11,Queens,07,6210.8,1109.2,616.9,,,,,4
1997 / 06,Queens,07,6736.3,777.6,584.6,,,,,4
1992 / 12,Queens,07,6139.4,,,,,,,4
2006 / 11,Queens,07,6737.4,1272.3,534.4,,,1114.2,,4
1991 / 08,Queens,07,6437.2,,,,,,,4
1992 / 09,Queens,07,6178.1,,,,,,,4
1992 / 08,Queens,07,6243.1,,,,,,,4
2009 / 09,Queens,07,6850.7,927.0,552.4,,,,,4
1997 / 05,Queens,07,7065.2,878.7,633.4,,,,,4
2017 / 07,Queens,07,6994.7,803.0,703.2,,,,,4
2016 / 11,Queens,07,6528.8,811.4,626.4,,,191.9,,4
2015 / 10,Queens,07,6609.8,843.7,624.5,,,,,4
2015 / 08,Queens,07,6698.4,821.5,595.6,,,,,4
1990 / 10,Queens,07,282.3,,,,,,,4
2017 / 10,Queens,07,6110.0,782.6,668.6,292.9,,,,4
2020 / 04,Queens,07,6075.1,782.4,861.1,113.2,,,,4
2019 / 02,Queens,07,5097.7,679.9,598.0,95.6,,,,4
2018 / 03,Queens,07,5708.9,806.2,675.6,186.0,,,,4
2018 / 02,Queens,07,5104.8,746.6,606.5,165.6,,,,4
2020 / 10,Queens,07,7239.3,862.8,895.0,,,,,4
2021 / 04,Queens,07,6315.3,723.0,751.1,,,,,4
2021 / 09,Queens,07,7748.2,897.2,879.0,,,,,4
2021 / 01,Queens,07,6141.7,833.0,830.5,,,,31.2,4
2021 / 06,Queens,07,7782.1,835.2,840.6,,,,,4
1996 / 03,Brooklyn,14,4757.6,377.9,272.5,,,,,3
2010 / 08,Brooklyn,14,4862.4,438.9,288.1,,,,,3
2015 / 05,Brooklyn,14,4840.6,413.5,291.4,,,,,3
2004 / 08,Brooklyn,14,5765.6,504.8,395.2,,,,,3
1999 / 12,Brooklyn,14,4963.8,604.0,466.0,,,,,3
1998 / 08,Brooklyn,14,4577.6,416.2,371.9,,,,,3
2000 / 02,Brooklyn,14,4304.7,530.6,440.9,,,,,3
2012 / 07,Brooklyn,14,4817.0,408.2,285.8,,,,,3
2001 / 03,Brooklyn,14,4918.0,597.8,533.4,,,,,3
2008 / 04,Brooklyn,14,4986.6,513.4,328.3,,,,,3
2009 / 01,Brooklyn,14,4475.9,506.0,311.7,,,,4.0,3
2004 / 11,Brooklyn,14,5794.1,570.3,354.1,,,249.9,,3
1998 / 02,Brooklyn,14,4051.8,411.3,288.6,,,,,3
1999 / 02,Brooklyn,14,3956.6,432.2,343.8,,,,,3
1999 / 03,Brooklyn,14,5092.8,600.4,466.6,,,,,3
1993 / 12,Brooklyn,14,4835.5,425.4,268.9,,,,,3
2005 / 03,Brooklyn,14,5753.6,593.8,345.1,,,,,3
2009 / 12,Brooklyn,14,4996.9,543.6,326.0,,,,,3
1999 / 07,Brooklyn,14,4658.5,492.6,516.3,,,,,3
2009 / 10,Brooklyn,14,5026.7,473.1,316.9,,,,,3
2009 / 05,Brooklyn,14,4985.1,447.8,297.5,,,,,3
2002 / 11,Brooklyn,14,6176.5,481.5,,,,,,3
1992 / 09,Brooklyn,14,5674.1,,,,,,,3
2002 / 03,Brooklyn,14,5068.5,525.2,582.5,,,,,3
1995 / 02,Brooklyn,14,3980.8,296.9,217.2,,,,,3
2000 / 06,Brooklyn,14,5000.3,578.9,526.2,,,,,3
2017 / 05,Brooklyn,14,5198.6,509.0,368.8,,,,,3
2015 / 09,Brooklyn,14,5000.4,469.2,333.1,,22.0,,,3
2017 / 09,Brooklyn,14,4889.1,482.6,361.4,,29.6,,,3
2018 / 10,Brooklyn,14,5088.0,507.2,389.7,,,,,3
2021 / 06,Brooklyn,14,5453.9,528.0,464.7,,,,,3
2020 / 11,Brooklyn,14,5135.9,495.4,447.5,,,,,3
2017 / 12,Brooklyn,14,4777.3,519.2,373.8,,30.7,,,3
2018 / 12,Brooklyn,14,4824.1,550.4,397.4,,,83.1,,3
2014 / 10,Brooklyn,13,2178.9,175.8,156.1,,,,,3
1996 / 05,Brooklyn,13,2496.0,141.7,113.5,,,,,3
2006 / 06,Brooklyn,13,2475.6,214.5,202.3,,,,,3
1993 / 06,Brooklyn,13,2793.7,133.5,94.7,,,,,3
2015 / 05,Brooklyn,13,2157.8,164.3,158.5,,,,,3
2015 / 04,Brooklyn,13,2088.5,168.8,161.2,,,,,3
2005 / 07,Brooklyn,13,2471.1,203.5,204.6,,,,,3
2002 / 04,Brooklyn,13,2284.7,30.3,240.9,,,,,3
2008 / 09,Brooklyn,13,2238.1,190.0,167.8,,,,,3
2012 / 01,Brooklyn,13,2010.3,170.7,162.9,,,,5.1,3
2004 / 09,Brooklyn,13,2484.4,214.7,200.9,,,,,3
2010 / 09,Brooklyn,13,2195.7,176.8,171.3,,,,,3
1993 / 05,Brooklyn,13,2502.2,100.2,71.6,,,,,3
2002 / 07,Brooklyn,13,2615.6,33.8,,,,,,3
1994 / 07,Brooklyn,13,2630.6,143.0,120.2,,,,,3
2003 / 02,Brooklyn,13,2081.9,104.7,,,,,,3
1997 / 06,Brooklyn,13,2361.1,122.5,103.9,,,,,3
2008 / 12,Brooklyn,13,2146.0,220.3,171.6,,,,,3
2005 / 03,Brooklyn,13,2341.9,230.8,175.0,,,,,3
1993 / 10,Brooklyn,13,2615.8,123.9,89.9,,,,,3
2011 / 01,Brooklyn,13,2115.2,156.7,151.2,,,,,3
1999 / 02,Brooklyn,13,1901.1,155.4,138.4,,,,,3
1999 / 03,Brooklyn,13,2282.7,177.6,160.1,,,,,3
1997 / 10,Brooklyn,13,2304.3,183.0,152.3,,,,,3
2002 / 05,Brooklyn,13,2367.1,7.3,246.4,,,,,3
2010 / 12,Brooklyn,13,1574.0,160.4,132.9,,,,,3
1997 / 01,Brooklyn,13,2302.9,113.1,100.3,,,,6.5,3
2000 / 08,Brooklyn,13,2288.8,202.8,225.3,,,,,3
1997 / 08,Brooklyn,13,2325.9,116.1,99.5,,,,,3
2009 / 12,Brooklyn,13,2119.3,199.7,163.2,,,,,3
1996 / 11,Brooklyn,13,2323.2,128.4,99.1,,,,,3
1995 / 08,Brooklyn,13,2467.4,115.5,113.0,,,,,3
1996 / 07,Brooklyn,13,2600.7,153.0,113.0,,,,,3
2009 / 01,Brooklyn,13,1945.1,200.3,177.3,,,,3.9,3
1999 / 01,Brooklyn,13,2139.3,169.9,158.5,,,,4.6,3
2011 / 12,Brooklyn,13,2109.4,202.8,157.9,,,,7.2,3
1995 / 04,Brooklyn,13,2265.8,106.4,93.9,,,,,3
1993 / 09,Brooklyn,13,2606.9,122.1,100.1,,,,,3
1998 / 07,Brooklyn,13,2325.6,154.9,145.7,,,,,3
2001 / 07,Brooklyn,13,2392.9,100.7,235.6,,,,,3
2001 / 04,Brooklyn,13,2155.7,195.2,210.5,,,,,3
2007 / 07,Brooklyn,13,2319.4,193.9,177.6,,,,,3
2000 / 12,Brooklyn,13,1977.4,216.1,189.4,,,1.2,,3
2000 / 03,Brooklyn,13,2199.8,218.5,208.8,,,,,3
2001 / 02,Brooklyn,13,1838.0,169.9,174.2,,,,,3
2007 / 06,Brooklyn,13,2260.6,211.3,181.2,,,,,3
2009 / 04,Brooklyn,13,2104.8,175.1,174.7,,,,,3
2015 / 11,Brooklyn,13,1978.6,157.8,156.9,,,,,3
2001 / 12,Brooklyn,13,2206.5,62.2,193.6,,,,,3
2017 / 01,Brooklyn,13,1964.5,197.6,213.0,,,,16.7,3
2016 / 12,Brooklyn,13,1971.2,224.4,214.5,,,,,3
2016 / 01,Brooklyn,13,1851.8,141.9,158.5,,,,3.4,3
2020 / 02,Brooklyn,13,1727.2,154.2,194.9,17.4,,,,3
2020 / 01,Brooklyn,13,1931.7,194.2,251.9,19.4,,,4.8,3
2020 / 04,Brooklyn,13,1852.9,160.0,234.0,19.8,,,,3
2005 / 08,Queens,02,3030.1,448.8,297.1,,,,,4
1999 / 01,Queens,02,2431.9,385.0,326.2,,,,23.4,4
2013 / 01,Queens,02,2704.9,397.6,299.2,,,,38.0,4
2010 / 02,Queens,02,2053.9,271.7,207.6,,,,,4
2013 / 08,Queens,02,2800.7,369.3,282.1,,,,,4
2012 / 02,Queens,02,2349.3,335.6,242.4,,,,,4
1992 / 04,Queens,02,2885.8,,,,,,,4
2002 / 03,Queens,02,2375.7,427.8,382.6,,,,,4
1992 / 12,Queens,02,3084.0,,,,,,,4
2005 / 06,Queens,02,3000.2,456.4,328.3,,,,,4
1995 / 07,Queens,02,2873.9,208.8,197.2,,,,,4
2008 / 11,Queens,02,2543.6,347.6,249.2,,,,,4
2005 / 02,Queens,02,2377.3,427.5,266.7,,,,,4
2004 / 11,Queens,02,2909.3,428.7,273.9,,,108.7,,4
1992 / 02,Queens,02,2624.5,,,,,,,4
2010 / 08,Queens,02,2877.6,370.6,263.8,,,,,4
2000 / 10,Queens,02,2442.7,438.6,360.8,,,,,4
1997 / 12,Queens,02,2720.6,433.8,288.0,,,,,4
2011 / 12,Queens,02,2738.3,450.8,286.4,,,,,4
2010 / 04,Queens,02,2726.0,358.9,259.2,,,,,4
2012 / 04,Queens,02,2572.5,324.6,246.3,,,,,4
2014 / 04,Queens,02,2893.6,385.4,299.2,,,,,4
2003 / 01,Queens,02,3107.6,400.0,,,,,,4
2002 / 01,Queens,02,2549.0,409.6,415.3,,,,18.3,4
2007 / 11,Queens,02,2725.1,411.6,261.5,,,13.1,,4
2012 / 05,Queens,02,2958.4,389.7,272.9,,,,,4
1995 / 02,Queens,02,2245.1,222.3,156.2,,,,,4
2001 / 07,Queens,02,2645.1,379.1,394.1,,,,,4
1996 / 05,Queens,02,2948.6,266.1,181.3,,,,,4
1997 / 03,Queens,02,2563.6,249.2,178.9,,,,,4
2002 / 11,Queens,02,3115.2,408.0,,,,,,4
2000 / 11,Queens,02,2403.9,498.6,359.7,,,67.7,,4
2015 / 05,Queens,02,2919.1,367.3,299.0,,,,,4
2016 / 12,Queens,02,2910.3,510.0,385.9,,,14.1,,4
2016 / 06,Queens,02,3152.8,416.0,358.9,,,,,4
2015 / 10,Queens,02,2956.9,421.2,325.8,,,,,4
2016 / 01,Queens,02,2567.9,394.5,328.9,,,,38.0,4
2018 / 09,Queens,02,2909.3,420.5,381.0,70.6,,,,4
2015 / 07,Queens,02,3025.3,404.5,329.7,,,,,4
2019 / 03,Queens,02,2735.2,387.3,360.0,65.7,,,,4
2018 / 11,Queens,02,3025.5,435.7,398.7,107.3,,,,4
2018 / 02,Queens,02,2583.4,380.3,338.0,58.3,,,,4
2018 / 12,Queens,02,2920.7,438.3,362.1,80.9,,,,4
2017 / 12,Queens,02,2743.4,473.7,388.6,81.0,,,,4
2019 / 10,Queens,02,3053.7,450.2,409.9,77.3,147.8,,,4
2021 / 07,Queens,02,3426.7,474.7,424.8,,,,,4
2021 / 12,Queens,02,3287.8,549.1,455.0,,46.8,33.3,,4
1996 / 03,Queens,04,3829.2,271.1,218.4,,,,,4
1999 / 06,Queens,04,4401.3,421.3,443.2,,,,,4
2009 / 07,Queens,04,4796.9,378.3,334.2,,,,,4
1993 / 08,Queens,04,4677.3,,,,,,,4
2011 / 09,Queens,04,4495.9,377.4,287.0,,,,,4
2012 / 09,Queens,04,4192.6,330.4,253.1,,,,,4
1999 / 12,Queens,04,4073.6,528.1,454.3,,,36.7,,4
2002 / 06,Queens,04,4253.9,457.7,485.2,,,,,4
2000 / 04,Queens,04,3743.6,412.4,404.0,,,,,4
1996 / 05,Queens,04,4421.8,272.9,229.6,,,,,4
2010 / 07,Queens,04,4677.6,383.7,310.1,,,,,4
2012 / 11,Queens,04,4332.1,370.2,287.7,,,,,4
2004 / 12,Queens,04,4564.5,531.8,343.5,,,,,4
2005 / 02,Queens,04,3812.7,430.4,294.6,,,,,4
2006 / 04,Queens,04,4198.3,445.4,305.9,,,,,4
1996 / 08,Queens,04,4362.5,294.4,239.8,,,,,4
2001 / 03,Queens,04,3945.2,453.4,462.2,,,,,4
1994 / 04,Queens,04,4022.2,281.6,203.1,,,,,4
2000 / 07,Queens,04,4247.0,422.3,466.4,,,,,4
1997 / 08,Queens,04,4295.8,287.4,231.0,,,,,4
2009 / 12,Queens,04,4457.7,411.2,307.8,,,,,4
2004 / 08,Queens,04,4889.0,462.2,350.1,,,,,4
2002 / 01,Queens,04,4121.1,408.6,488.9,,,,13.7,4
1998 / 07,Queens,04,4262.1,384.0,393.6,,,,,4
2007 / 10,Queens,04,4665.7,399.4,284.1,,,,,4
2006 / 01,Queens,04,4325.9,443.3,320.7,,,,8.0,4
2005 / 04,Queens,04,4462.6,442.3,343.8,,,,,4
1994 / 07,Queens,04,4206.9,284.4,226.7,,,,,4
2014 / 04,Queens,04,4216.2,330.2,284.2,,,,,4
1991 / 11,Queens,04,4213.7,,,,,,,4
2018 / 08,Queens,04,4288.1,368.9,431.0,,,,,4
2017 / 05,Queens,04,4321.1,336.3,394.1,,,,,4
2015 / 08,Queens,04,4290.6,318.5,306.4,,,,,4
2017 / 11,Queens,04,3997.2,349.8,394.0,,,5.1,,4
2021 / 01,Queens,04,3924.5,363.4,587.0,,,,9.8,4
2019 / 07,Queens,04,4383.3,366.5,438.3,,,,,4
2021 / 05,Queens,04,4145.9,333.2,617.1,,,,,4
2019 / 03,Queens,04,3627.8,297.3,373.8,,,,,4
2006 / 06,Brooklyn,12,6205.5,773.8,462.9,,,,,3
2008 / 06,Brooklyn,12,5855.5,672.7,382.1,,,,,3
1998 / 05,Brooklyn,12,5309.8,676.7,455.6,,,,,3
2012 / 09,Brooklyn,12,5909.2,699.9,339.6,,,,,3
2014 / 04,Brooklyn,12,6406.9,701.7,418.9,,,,,3
2002 / 06,Brooklyn,12,5538.9,710.3,625.0,,,,,3
2002 / 08,Brooklyn,12,5465.2,601.1,,,,,,3
1998 / 08,Brooklyn,12,4265.4,506.3,415.6,,,,,3
1997 / 06,Brooklyn,12,5412.9,479.3,386.4,,,,,3
2010 / 10,Brooklyn,12,5981.8,665.7,385.5,,,,,3
2003 / 07,Brooklyn,12,5615.2,509.1,,,,,,3
1994 / 11,Brooklyn,12,5538.3,506.4,340.5,,,,,3
2003 / 03,Brooklyn,12,6586.4,703.0,,,,,,3
2003 / 02,Brooklyn,12,5296.5,397.7,,,,,,3
2013 / 05,Brooklyn,12,6279.1,645.5,345.9,,,,,3
1992 / 03,Brooklyn,12,6169.8,,,,,,,3
2004 / 12,Brooklyn,12,6031.5,818.2,443.5,,,69.8,,3
2002 / 05,Brooklyn,12,5897.8,695.7,600.5,,,,,3
1997 / 08,Brooklyn,12,4469.4,403.5,314.4,,,,,3
2000 / 07,Brooklyn,12,4524.9,619.3,555.4,,,,,3
1997 / 10,Brooklyn,12,5341.6,626.4,477.0,,,,,3
2004 / 01,Brooklyn,12,5731.9,8.7,,,,,2.9,3
2006 / 01,Brooklyn,12,5784.2,778.8,415.6,,,,2.3,3
2006 / 03,Brooklyn,12,6346.7,755.8,457.6,,,,,3
2012 / 11,Brooklyn,12,6272.4,684.8,331.8,,,,,3
1997 / 05,Brooklyn,12,5646.3,546.6,450.6,,,,,3
2009 / 04,Brooklyn,12,6246.8,697.7,405.9,,,,,3
2000 / 02,Brooklyn,12,4750.7,718.6,506.7,,,,,3
1999 / 04,Brooklyn,12,4834.0,585.6,536.0,,,,,3
1992 / 07,Brooklyn,12,5762.6,,,,,,,3
2015 / 05,Brooklyn,12,6180.8,636.4,357.7,,50.2,,,3
1996 / 04,Brooklyn,12,6061.6,531.7,473.4,,,,,3
2009 / 09,Brooklyn,12,6117.0,699.7,368.3,,,,,3
2017 / 07,Brooklyn,12,5101.7,534.0,367.2,60.0,,,,3
2016 / 05,Brooklyn,12,6371.5,724.4,409.1,,,,,3
2020 / 05,Brooklyn,12,6182.3,760.3,450.2,2.7,,,,3
2019 / 03,Brooklyn,12,6201.7,665.1,449.4,39.0,,,,3
2018 / 02,Brooklyn,12,5627.0,643.8,404.6,32.2,,,,3
2018 / 06,Brooklyn,12,6187.1,660.8,431.7,62.6,,,,3
2001 / 05,Queens,10,4508.8,550.0,601.4,,,,,4
1998 / 05,Queens,10,4367.8,505.8,423.7,,,,,4
2004 / 09,Queens,10,4660.1,624.6,452.6,,,,,4
1996 / 06,Queens,10,4712.5,352.8,297.5,,,,,4
2013 / 02,Queens,10,3136.6,332.5,290.8,,,,,4
1997 / 12,Queens,10,3789.7,579.3,386.9,,,,,4
2013 / 01,Queens,10,3808.1,426.1,378.7,,,,29.5,4
2013 / 09,Queens,10,3688.0,383.5,353.1,,,,,4
1994 / 08,Queens,10,4815.1,387.7,282.9,,,,,4
1996 / 04,Queens,10,4432.0,355.7,310.5,,,,,4
2003 / 02,Queens,10,3214.1,315.3,,,,,,4
2006 / 12,Queens,10,3622.4,568.5,369.9,,,104.6,,4
1992 / 02,Queens,10,3833.7,,,,,,,4
2012 / 04,Queens,10,3548.4,380.3,339.2,,,,,4
1991 / 02,Queens,10,3709.8,,,,,,,4
2000 / 08,Queens,10,4237.1,619.1,620.2,,,,,4
1992 / 04,Queens,10,4701.2,,,,,,,4
1996 / 11,Queens,10,4152.1,353.6,261.5,,,,,4
1995 / 05,Queens,10,4841.1,374.9,298.2,,,,,4
1995 / 01,Queens,10,3616.8,329.7,275.5,,,,18.0,4
2006 / 04,Queens,10,3957.6,522.9,427.9,,,,,4
2001 / 08,Queens,10,4229.2,527.0,607.5,,,,,4
1995 / 03,Queens,10,3877.2,346.5,266.6,,,,,4
1992 / 08,Queens,10,5124.5,,,,,,,4
2000 / 12,Queens,10,3090.9,592.4,437.6,,,72.7,,4
1991 / 08,Queens,10,5143.4,,,,,,,4
2000 / 06,Queens,10,4333.8,605.4,657.2,,,,,4
1997 / 03,Queens,10,3598.6,335.9,268.7,,,,,4
1997 / 05,Queens,10,4782.4,384.4,319.4,,,,,4
2014 / 12,Queens,10,3948.3,503.7,413.3,,,,,4
2017 / 11,Queens,10,3557.4,384.0,432.2,162.0,,,,4
2015 / 09,Queens,10,3871.7,381.5,392.4,,,,,4
2020 / 02,Queens,10,2999.8,297.5,435.2,55.1,,,,4
2019 / 08,Queens,10,4007.7,370.7,527.8,54.2,,,,4
2021 / 11,Queens,10,4143.0,342.3,479.2,,,,,4
2019 / 06,Queens,10,4176.4,407.1,565.9,58.8,,,,4
2020 / 12,Queens,10,3923.3,466.4,643.7,,,,,4
2020 / 11,Queens,10,4307.4,357.2,563.3,,,,,4
2021 / 10,Queens,10,4260.7,355.6,501.4,,,,,4
1996 / 05,Queens,14,3287.6,196.7,127.9,,,,,4
2014 / 09,Queens,14,3313.9,220.7,164.3,,,,,4
2004 / 04,Queens,14,2943.8,349.9,213.2,,,,,4
2013 / 04,Queens,14,3765.6,220.2,148.1,,,,,4
2013 / 06,Queens,14,3932.6,254.7,176.3,,,,,4
2010 / 06,Queens,14,3517.4,279.9,215.2,,,,,4
2010 / 05,Queens,14,3140.3,237.2,194.5,,,,,4
1994 / 09,Queens,14,2736.7,198.7,120.2,,,,,4
2002 / 03,Queens,14,2401.5,286.0,276.4,,,,,4
1992 / 07,Queens,14,3253.7,,,,,,,4
2011 / 03,Queens,14,3042.0,252.1,182.8,,,,,4
1992 / 10,Queens,14,2833.4,,,,,,,4
2013 / 12,Queens,14,3067.8,272.9,187.8,,,,,4
2008 / 04,Queens,14,2940.8,265.8,199.4,,,,,4
2003 / 04,Queens,14,3049.0,263.1,,,,,,4
2005 / 02,Queens,14,2264.8,283.8,175.7,,,,,4
2005 / 06,Queens,14,3426.2,322.1,234.2,,,,,4
1992 / 02,Queens,14,2470.8,,,,,,,4
2014 / 06,Queens,14,3473.5,236.9,187.2,,,,,4
1990 / 12,Queens,14,2770.6,,,,,,,4
1994 / 06,Queens,14,2898.5,226.6,126.9,,,,,4
1999 / 01,Queens,14,2174.9,270.9,209.3,,,,31.3,4
2012 / 08,Queens,14,3442.8,240.7,232.1,,,,,4
2001 / 06,Queens,14,2968.5,334.7,320.4,,,,,4
2013 / 08,Queens,14,3699.4,248.3,199.5,,,,,4
2005 / 03,Queens,14,2636.5,307.9,192.8,,,,,4
2011 / 12,Queens,14,2944.6,291.1,219.2,,,,,4
2002 / 05,Queens,14,2989.2,310.9,313.2,,,,,4
1990 / 11,Queens,14,584.1,,,,,,,4
2006 / 10,Queens,14,2857.5,281.8,184.3,,,,,4
2003 / 08,Queens,14,3264.7,249.7,,,,,,4
2004 / 02,Queens,14,2460.8,247.9,,,,,,4
1999 / 09,Queens,14,2712.9,325.2,268.3,,,,,4
1997 / 04,Queens,14,2834.2,175.0,121.7,,,,,4
1997 / 03,Queens,14,2444.7,167.7,117.3,,,,,4
2000 / 03,Queens,14,2392.2,318.6,260.6,,,,,4
1998 / 10,Queens,14,2492.8,297.0,230.7,,,,,4
1991 / 10,Queens,14,2967.3,,,,,,,4
1998 / 03,Queens,14,2353.3,240.1,168.5,,,,,4
2015 / 11,Queens,14,2922.5,209.1,170.5,,,,,4
2016 / 07,Queens,14,3425.1,247.5,277.8,,,,,4
2017 / 08,Queens,14,3346.8,225.8,284.0,,,,,4
2015 / 10,Queens,14,3044.4,244.5,210.1,,,,,4
2015 / 08,Queens,14,3366.8,224.0,200.2,,,,,4
2017 / 11,Queens,14,2794.3,249.2,243.4,110.6,,,,4
2018 / 03,Queens,14,2873.3,274.4,241.4,61.0,,,,4
2020 / 04,Queens,14,2843.8,248.7,313.4,71.3,,,,4
2021 / 08,Queens,14,3648.4,260.0,272.0,,,,,4
2003 / 08,Brooklyn,02,2652.3,378.5,,,,,,3
2004 / 01,Brooklyn,02,2417.9,57.6,,,,,21.0,3
2004 / 06,Brooklyn,02,2591.5,502.7,231.3,,,,,3
2002 / 04,Brooklyn,02,2368.5,432.7,269.6,,,,,3
2003 / 09,Brooklyn,02,2774.6,459.0,,,,,,3
2002 / 01,Brooklyn,02,2324.0,508.6,291.5,,,,38.9,3
2014 / 04,Brooklyn,02,2515.5,418.0,307.3,,14.8,,,3
2012 / 02,Brooklyn,02,2073.2,384.5,266.6,,,,,3
1994 / 07,Brooklyn,02,2533.3,333.1,202.7,,,,,3
2011 / 05,Brooklyn,02,2300.7,419.5,261.6,,,,,3
2000 / 02,Brooklyn,02,2029.1,441.3,244.1,,,,,3
1995 / 11,Brooklyn,02,2463.1,369.3,187.5,,,,,3
1993 / 06,Brooklyn,02,2772.4,307.9,164.7,,,,,3
2010 / 04,Brooklyn,02,2186.9,416.3,280.6,,,,,3
1993 / 12,Brooklyn,02,2753.9,392.4,194.1,,,,,3
1997 / 06,Brooklyn,02,2359.6,274.3,166.7,,,,,3
2008 / 10,Brooklyn,02,2202.5,479.6,286.8,,,,,3
2011 / 06,Brooklyn,02,2459.1,473.7,297.1,,,,,3
2014 / 08,Brooklyn,02,2290.5,374.9,276.4,,2.1,,,3
1997 / 08,Brooklyn,02,2313.7,278.4,174.9,,,,,3
2008 / 12,Brooklyn,02,2242.1,525.4,298.5,,,,,3
1996 / 07,Brooklyn,02,2571.4,312.0,176.5,,,,,3
2008 / 03,Brooklyn,02,2089.8,449.5,262.1,,,,,3
2014 / 05,Brooklyn,02,2626.6,423.1,308.7,,17.1,,,3
2004 / 02,Brooklyn,02,2304.5,207.6,,,,,,3
2012 / 08,Brooklyn,02,2430.1,418.5,279.0,,,,,3
2005 / 12,Brooklyn,02,2209.8,514.8,260.0,,,,,3
2006 / 01,Brooklyn,02,2194.9,482.4,256.9,,,,29.4,3
2000 / 12,Brooklyn,02,2175.1,495.1,262.2,,,23.1,,3
2002 / 07,Brooklyn,02,2722.5,379.2,,,,,,3
1994 / 10,Brooklyn,02,2582.9,308.1,176.8,,,,,3
2002 / 12,Brooklyn,02,2650.8,441.5,,,,,,3
1998 / 09,Brooklyn,02,2361.8,476.5,252.2,,,,,3
1997 / 03,Brooklyn,02,2239.3,294.4,158.9,,,,,3
1997 / 02,Brooklyn,02,2130.8,282.6,154.9,,,,,3
2014 / 12,Brooklyn,02,2497.9,517.7,332.4,,11.7,,,3
2017 / 07,Brooklyn,02,2290.6,453.2,345.4,51.0,,,,3
2017 / 11,Brooklyn,02,2477.0,525.8,385.8,92.3,33.9,,,3
2019 / 02,Brooklyn,02,2193.8,449.6,357.6,53.4,37.8,,,3
2019 / 11,Brooklyn,02,2528.0,511.6,395.3,101.2,41.9,,,3
2021 / 02,Brooklyn,02,2068.2,460.3,395.6,,,,,3
2019 / 08,Brooklyn,02,2509.6,524.5,390.1,79.0,,,,3
2021 / 07,Brooklyn,02,2766.5,525.2,417.1,,,,,3
2007 / 10,Bronx,11,3192.0,385.2,277.9,,,,,2
1997 / 09,Bronx,11,2867.9,397.4,350.5,,,,,2
2010 / 03,Bronx,11,3386.2,364.0,278.2,,,,,2
